version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
2.0.0,2016-09-14,1473896950,0,0,0,0,0,0,0,0,0,0,0,0
2.0.1,2016-09-23,1474655316,0,0,0,0,0,0,0,0,0,0,0,0
2.0.2,2016-10-05,1475709904,0,0,0,0,0,0,0,0,0,0,0,0
2.1.0,2016-10-12,1476303571,0,0,0,0,0,0,0,0,0,0,0,0
2.1.1,2016-10-20,1477002962,0,0,0,0,0,0,0,0,0,0,0,0
2.1.2,2016-10-27,1477592893,0,0,0,0,0,0,0,0,0,0,0,0
2.2.0,2016-11-14,1479151563,0,0,0,0,0,0,0,0,0,0,0,0
2.2.1,2016-11-16,1479343108,0,0,0,0,0,0,0,0,0,0,0,0
2.2.2,2016-11-22,1479854209,0,0,0,0,0,0,0,0,0,0,0,0
2.2.3,2016-11-23,1479934837,0,0,0,0,0,0,0,0,0,0,0,0
2.2.4,2016-11-30,1480547918,0,0,0,0,0,0,0,0,0,0,0,0
2.3.0,2016-12-07,1481147662,0,0,0,0,0,0,0,0,0,0,0,0
2.3.1,2016-12-14,1481768523,0,0,0,0,0,0,0,0,0,0,0,0
2.4.0,2016-12-19,1482198137,0,0,0,0,0,0,0,0,0,0,0,0
2.4.1,2016-12-21,1482359173,0,0,0,0,0,0,0,0,0,0,0,0
2.4.10,2017-03-16,1489717618,0,0,0,0,0,0,0,0,0,0,0,0
2.4.2,2017-01-06,1483735235,0,0,0,0,0,0,0,0,0,0,0,0
2.4.3,2017-01-11,1484170703,0,0,0,0,0,0,0,0,0,0,0,0
2.4.4,2017-01-18,1484786154,0,0,0,0,0,0,0,0,0,0,0,0
2.4.5,2017-01-25,1485380909,0,0,0,0,0,0,0,0,0,0,0,0
2.4.6,2017-02-02,1486094657,0,0,0,0,0,0,0,0,0,0,0,0
2.4.7,2017-02-08,1486614491,0,0,0,0,0,0,0,0,0,0,0,0
2.4.8,2017-02-18,1487454923,0,0,0,0,0,0,0,0,0,0,0,0
2.4.9,2017-03-01,1488438686,0,0,0,0,0,0,0,0,0,0,0,0
4.0.0,2017-03-23,1490312934,0,0,0,0,0,0,0,0,0,0,0,0
4.0.1,2017-03-29,1490830060,0,0,0,0,0,0,0,0,0,0,0,0
4.0.2,2017-04-11,1491947773,0,0,0,0,0,0,0,0,0,0,0,0
4.0.3,2017-04-20,1492749701,0,0,0,0,0,0,0,0,0,0,0,0
4.1.0,2017-04-26,1493221962,0,0,0,0,0,0,0,0,0,0,0,0
4.1.1,2017-05-04,1493932963,0,0,0,0,0,0,0,0,0,0,0,0
4.1.2,2017-05-10,1494456268,0,0,0,0,0,0,0,0,0,0,0,0
4.1.3,2017-05-17,1495061065,0,0,0,0,0,0,0,0,0,0,0,0
4.2.0,2017-06-08,1496960017,0,0,0,0,0,0,0,0,0,0,0,0
4.2.1,2017-06-09,1497049889,0,0,0,0,0,0,0,0,0,0,0,0
4.2.2,2017-06-12,1497306979,0,0,0,0,0,0,0,0,0,0,0,0
4.2.3,2017-06-16,1497631311,0,0,0,0,0,0,0,0,0,0,0,0
4.2.4,2017-06-21,1498089674,0,0,0,0,0,0,0,0,0,0,0,0
4.2.5,2017-06-29,1498781820,0,0,0,0,0,0,0,0,0,0,0,0
4.2.6,2017-07-07,1499489329,0,0,0,0,0,0,0,0,0,0,0,0
4.3.0,2017-07-14,1500063157,0,0,0,0,0,0,0,0,0,0,0,0
4.3.1,2017-07-19,1500494085,0,0,0,0,0,0,0,0,0,0,0,0
4.3.2,2017-07-27,1501188706,0,0,0,0,0,0,0,0,0,0,0,0
4.3.3,2017-08-02,1501704035,0,0,0,0,0,0,0,0,0,0,0,0
4.3.4,2017-08-10,1502383201,0,0,0,0,0,0,0,0,0,0,0,0
4.3.5,2017-08-16,1502905883,0,0,0,0,0,0,0,0,0,0,0,0
4.3.6,2017-08-23,1503518502,0,0,0,0,0,0,0,0,0,0,0,0
4.4.0,2017-09-15,1505512712,0,0,0,0,0,0,0,0,0,0,0,0
4.4.1,2017-09-15,1505514925,0,0,0,0,0,0,0,0,0,0,0,0
4.4.2,2017-09-18,1505794443,0,0,0,0,0,0,0,0,0,0,0,0
4.4.3,2017-09-19,1505859725,0,0,0,0,0,0,0,0,0,0,0,0
4.4.4,2017-09-28,1506626294,0,0,0,0,0,0,0,0,0,0,0,0
4.4.5,2017-10-12,1507829181,0,0,0,0,0,0,0,0,0,0,0,0
4.4.6,2017-10-18,1508368493,0,0,0,0,0,0,0,0,0,0,0,0
5.0.0,2017-11-01,1509558628,0,0,0,0,0,0,0,0,0,0,0,0
5.0.1,2017-11-08,1510165786,0,0,0,0,0,0,0,0,0,0,0,0
5.0.2,2017-11-16,1510860242,0,0,0,0,0,0,0,0,0,0,0,0
5.0.3,2017-11-22,1511384952,0,0,0,0,0,0,0,0,0,0,0,0
5.0.4,2017-11-30,1512105238,0,0,0,0,0,0,0,0,0,0,0,0
5.0.5,2017-12-01,1512168005,0,0,0,0,0,0,0,0,0,0,0,0
5.1.0,2017-12-06,1512591424,0,0,0,0,0,0,0,0,0,0,0,0
5.1.1,2017-12-13,1513193161,0,0,0,0,0,0,0,0,0,0,0,0
5.1.2,2017-12-20,1513803050,0,0,0,0,0,0,0,0,0,0,0,0
4.4.7,2018-04-16,1523865631,0,0,0,0,0,0,0,0,0,0,0,0
5.1.3,2018-01-03,1515023697,0,0,0,0,0,0,0,0,0,0,0,0
5.2.0,2018-01-09,1515546017,0,0,0,0,0,0,0,0,0,0,0,0
5.2.1,2018-01-17,1516210786,0,0,0,0,0,0,0,0,0,0,0,0
8.2.1,2019-08-08,1565296978,0,0,0,0,0,0,0,0,0,0,0,0
8.2.10,2019-10-09,1570654551,0,0,0,0,0,0,0,0,0,0,0,0
8.2.11,2019-10-15,1571177708,0,0,0,0,0,0,0,0,0,0,0,0
8.2.12,2019-10-23,1571868008,0,0,0,0,0,0,0,0,0,0,0,0
8.2.13,2019-10-30,1572469386,0,0,0,0,0,0,0,0,0,0,0,0
8.2.14,2019-11-13,1573676499,0,0,0,0,0,0,0,0,0,0,0,0
8.2.2,2019-08-12,1565641170,0,0,0,0,0,0,0,0,0,0,0,0
8.2.3,2019-08-21,1566419300,0,0,0,0,0,0,0,0,0,0,0,0
8.2.4,2019-08-28,1567015234,0,0,0,0,0,0,0,0,0,0,0,0
8.2.5,2019-09-04,1567634258,0,0,0,0,0,0,0,0,0,0,0,0
8.2.6,2019-09-11,1568230899,0,0,0,0,0,0,0,0,0,0,0,0
8.2.7,2019-09-18,1568826117,0,0,0,0,0,0,0,0,0,0,0,0
8.2.8,2019-09-25,1569431313,0,0,0,0,0,0,0,0,0,0,0,0
8.2.9,2019-10-02,1570040113,0,0,0,0,0,0,0,0,0,0,0,0
10.0.0,2020-06-24,1593024417,0,0,0,0,0,0,0,0,0,0,0,0
10.0.1,2020-06-26,1593202656,0,0,0,0,0,0,0,0,0,0,0,0
10.0.10,2020-08-17,1597695036,0,0,0,0,0,0,0,0,0,0,0,0
10.0.11,2020-08-19,1597853111,0,0,0,0,0,0,0,0,0,0,0,0
10.0.12,2020-08-24,1598307310,0,0,0,0,0,0,0,0,0,0,0,0
10.0.13,2020-08-26,1598462319,0,0,0,0,0,0,0,0,0,0,0,0
10.0.14,2020-08-26,1598466774,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2,2020-06-30,1593542440,0,0,0,0,0,0,0,0,0,0,0,0
10.0.3,2020-07-08,1594241069,0,0,0,0,0,0,0,0,0,0,0,0
10.0.4,2020-07-15,1594835815,0,0,0,0,0,0,0,0,0,0,0,0
10.0.5,2020-07-22,1595435760,0,0,0,0,0,0,0,0,0,0,0,0
10.0.6,2020-07-28,1595972308,0,0,0,0,0,0,0,0,0,0,0,0
10.0.7,2020-07-30,1596152245,0,0,0,0,0,0,0,0,0,0,0,0
10.0.8,2020-08-04,1596581517,0,0,0,0,0,0,0,0,0,0,0,0
10.0.9,2020-08-12,1597250137,0,0,0,0,0,0,0,0,0,0,0,0
10.1.0,2020-09-02,1599076291,0,0,0,0,0,0,0,0,0,0,0,0
10.1.1,2020-09-09,1599682350,0,0,0,0,0,0,0,0,0,0,0,0
10.1.2,2020-09-16,1600292282,0,0,0,0,0,0,0,0,0,0,0,0
10.1.3,2020-09-23,1600887287,0,0,0,0,0,0,0,0,0,0,0,0
10.1.4,2020-09-30,1601484890,0,0,0,0,0,0,0,0,0,0,0,0
10.1.5,2020-10-07,1602105612,0,0,0,0,0,0,0,0,0,0,0,0
10.1.6,2020-10-14,1602707599,0,0,0,0,0,0,0,0,0,0,0,0
10.2.0,2020-10-21,1603302137,0,0,0,0,0,0,0,0,0,0,0,0
10.2.1,2020-10-28,1603916508,0,0,0,0,0,0,0,0,0,0,0,0
10.2.2,2020-11-04,1604521929,0,0,0,0,0,0,0,0,0,0,0,0
10.2.3,2020-11-09,1604954799,0,0,0,0,0,0,0,0,0,0,0,0
10.2.4,2020-12-16,1608163737,0,0,0,0,0,0,0,0,0,0,0,0
9.0.0,2020-02-06,1581007804,0,0,0,0,0,0,0,0,0,0,0,0
9.0.1,2020-02-12,1581532556,0,0,0,0,0,0,0,0,0,0,0,0
9.0.2,2020-02-19,1582139920,0,0,0,0,0,0,0,0,0,0,0,0
9.0.3,2020-02-26,1582778228,0,0,0,0,0,0,0,0,0,0,0,0
9.0.4,2020-02-27,1582839739,0,0,0,0,0,0,0,0,0,0,0,0
9.0.5,2020-03-04,1583349142,0,0,0,0,0,0,0,0,0,0,0,0
9.0.6,2020-03-10,1583886736,0,0,0,0,0,0,0,0,0,0,0,0
9.1.10,2020-06-09,1591740314,0,0,0,0,0,0,0,0,0,0,0,0
9.1.11,2020-06-10,1591813097,0,0,0,0,0,0,0,0,0,0,0,0
9.1.12,2020-07-08,1594236990,0,0,0,0,0,0,0,0,0,0,0,0
9.1.13,2020-12-16,1608164604,0,0,0,0,0,0,0,0,0,0,0,0
9.1.2,2020-04-15,1586990754,0,0,0,0,0,0,0,0,0,0,0,0
9.1.3,2020-04-22,1587580242,0,0,0,0,0,0,0,0,0,0,0,0
9.1.4,2020-04-29,1588192983,0,0,0,0,0,0,0,0,0,0,0,0
9.1.5,2020-05-07,1588888523,0,0,0,0,0,0,0,0,0,0,0,0
9.1.6,2020-05-08,1588956789,0,0,0,0,0,0,0,0,0,0,0,0
9.1.7,2020-05-13,1589405879,0,0,0,0,0,0,0,0,0,0,0,0
9.1.8,2020-05-20,1589994216,0,0,0,0,0,0,0,0,0,0,0,0
9.1.9,2020-05-20,1590013619,0,0,0,0,0,0,0,0,0,0,0,0
10.2.5,2021-04-14,1618435418,0,0,0,0,0,0,0,0,0,0,0,0
