version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
v3.0.0-alpha.0,2019-12-20,1576867428,0,1,8,10,0,56,25,557,0,0,1,5
v3.0.0,2020-09-18,1600442885,0,1,8,10,0,56,25,557,0,0,1,5
v3.0.0-alpha.1,2020-01-02,1578007517,0,0,20,36,0,0,73,432,0,0,3,15
v3.0.0-alpha.10,2020-03-24,1585089220,0,0,22,36,0,0,76,451,0,0,0,0
v3.0.0-alpha.11,2020-04-03,1585964750,0,0,19,37,0,0,79,435,0,0,0,0
v3.0.0-alpha.12,2020-04-08,1586386789,0,0,27,73,0,0,69,385,0,0,0,0
v3.0.0-alpha.13,2020-04-15,1586969186,0,0,27,83,0,0,70,405,0,0,0,0
v3.0.0-alpha.2,2020-01-13,1578955470,0,0,27,83,0,0,70,405,0,0,0,0
v3.0.0-alpha.3,2020-01-22,1579709430,0,0,29,88,0,0,68,395,0,0,0,0
v3.0.0-alpha.4,2020-01-27,1580160000,0,0,29,88,0,0,68,395,0,0,0,0
v3.0.0-alpha.5,2020-02-18,1582056055,0,0,35,95,0,0,62,365,0,0,0,0
v3.0.0-alpha.6,2020-02-22,1582356332,0,0,31,79,0,0,66,381,0,0,0,0
v3.0.0-alpha.7,2020-02-26,1582745798,0,0,33,84,0,0,64,361,0,0,0,0
v3.0.0-alpha.8,2020-03-06,1583528320,0,0,33,84,0,0,64,361,0,0,0,0
v3.0.0-alpha.9,2020-03-16,1584399404,0,0,31,77,0,0,66,361,0,0,0,0
v3.0.0-beta.1,2020-04-16,1587066304,0,0,29,51,0,0,71,386,0,0,0,0
v3.0.0-beta.10,2020-05-07,1588864878,0,0,26,36,0,0,74,386,0,0,0,0
v3.0.0-beta.11,2020-05-11,1589221536,0,0,20,29,0,0,77,397,0,0,3,15
v3.0.0-beta.12,2020-05-11,1589226757,0,0,19,28,0,0,78,402,0,0,3,15
v3.0.0-beta.13,2020-05-16,1589680427,0,0,19,28,0,0,78,402,0,0,3,15
v3.0.0-beta.14,2020-05-18,1589827331,0,0,19,28,0,0,78,402,0,0,3,15
v3.0.0-beta.15,2020-06-12,1591999745,0,0,16,25,0,0,80,412,0,0,3,15
v3.0.0-beta.16,2020-06-29,1593470090,0,0,12,19,0,0,77,386,0,0,3,15
v3.0.0-beta.17,2020-06-30,1593533323,0,0,13,20,0,0,76,391,0,0,3,15
v3.0.0-beta.18,2020-07-01,1593651985,0,0,12,19,0,0,77,396,0,0,3,15
v3.0.0-beta.19,2020-07-07,1594130671,0,0,11,18,0,0,78,401,0,0,3,15
v3.0.0-beta.2,2020-04-17,1587135661,0,0,9,16,0,0,79,406,0,0,3,15
v3.0.0-beta.20,2020-07-08,1594226730,0,0,8,15,0,0,76,401,0,0,3,15
v3.0.0-beta.21,2020-07-14,1594761487,0,0,5,8,0,0,76,411,0,0,6,30
v3.0.0-beta.22,2020-07-15,1594831421,0,0,8,15,0,0,72,391,0,0,6,30
v3.0.0-beta.23,2020-07-16,1594918136,0,0,8,11,0,0,72,391,0,0,6,30
v3.0.0-beta.24,2020-07-16,1594921912,0,0,10,17,0,0,73,396,0,0,3,15
v3.0.0-beta.3,2020-04-20,1587416426,0,0,10,17,0,0,73,396,0,0,3,15
v3.0.0-beta.4,2020-04-24,1587759620,0,0,11,19,0,0,73,396,0,0,3,15
v3.0.0-beta.5,2020-04-30,1588278025,0,0,11,19,0,0,73,396,0,0,3,15
v3.0.0-beta.6,2020-05-01,1588373813,0,0,12,20,0,0,74,401,0,0,3,15
v3.0.0-beta.7,2020-05-02,1588453576,0,0,13,20,0,0,78,421,0,0,3,15
v3.0.0-beta.8,2020-05-04,1588603763,0,0,13,20,0,0,78,421,0,0,3,15
v3.0.0-beta.9,2020-05-04,1588626882,0,0,13,20,0,0,78,417,0,0,3,15
